courseID,courseTitle,courseLink
16233, Urban Planning & Development Process,https://handbook.uts.edu.au/subjects/details/16233.html
16234, Property Valuation,https://handbook.uts.edu.au/subjects/details/16234.html
16235, Urban Economics,https://handbook.uts.edu.au/subjects/details/16235.html
16237, Property Taxation,https://handbook.uts.edu.au/subjects/details/16237.html
16238, Property Data Visualisation and Analytics,https://handbook.uts.edu.au/subjects/details/16238.html
16259, Honours Research 2,https://handbook.uts.edu.au/subjects/details/16259.html
16262, Honours Research 1,https://handbook.uts.edu.au/subjects/details/16262.html
16263, Design Team Management,https://handbook.uts.edu.au/subjects/details/16263.html
16264, Property Accounting and Financial Management,https://handbook.uts.edu.au/subjects/details/16264.html
16265, Construction Technology 2,https://handbook.uts.edu.au/subjects/details/16265.html
16266, Sustainable Urban Design and Development,https://handbook.uts.edu.au/subjects/details/16266.html
16298, Property Management,https://handbook.uts.edu.au/subjects/details/16298.html
16307, Project Management Integration,https://handbook.uts.edu.au/subjects/details/16307.html
16313, Construction Industry Economics,https://handbook.uts.edu.au/subjects/details/16313.html
16314, Construction Technology 3,https://handbook.uts.edu.au/subjects/details/16314.html
16317, Risk and Safety Management,https://handbook.uts.edu.au/subjects/details/16317.html
16331, Specialised Valuation,https://handbook.uts.edu.au/subjects/details/16331.html
16333, Statutory Valuation and Compensation,https://handbook.uts.edu.au/subjects/details/16333.html
16338, International Property Investment,https://handbook.uts.edu.au/subjects/details/16338.html
16412, Cost Management 4: Advanced Cost Management,https://handbook.uts.edu.au/subjects/details/16412.html
16422, Construction Technology 4,https://handbook.uts.edu.au/subjects/details/16422.html
16423, Procurement and Contract Management,https://handbook.uts.edu.au/subjects/details/16423.html
16466, Macroeconomics for Property,https://handbook.uts.edu.au/subjects/details/16466.html
16467, Built Environment Law and Ethics,https://handbook.uts.edu.au/subjects/details/16467.html
16468, Introduction to the Built Environment,https://handbook.uts.edu.au/subjects/details/16468.html
16469, Professional Practice,https://handbook.uts.edu.au/subjects/details/16469.html
16470, Digital Design and Construction 2,https://handbook.uts.edu.au/subjects/details/16470.html
16471, Integrated Services,https://handbook.uts.edu.au/subjects/details/16471.html
16631, Construction and Development Process,https://handbook.uts.edu.au/subjects/details/16631.html
16632, Built Environment Law and Professional Practice,https://handbook.uts.edu.au/subjects/details/16632.html
16633, Microeconomics for Property,https://handbook.uts.edu.au/subjects/details/16633.html
16634, Financial Analysis,https://handbook.uts.edu.au/subjects/details/16634.html
16641, Property Rights and Landlord Tenant Law,https://handbook.uts.edu.au/subjects/details/16641.html
16642, Property Investment and Valuation,https://handbook.uts.edu.au/subjects/details/16642.html
16643, Property Market Research and Analysis,https://handbook.uts.edu.au/subjects/details/16643.html
16655, Property Finance,https://handbook.uts.edu.au/subjects/details/16655.html
16656, Sustainable Construction and Development Management,https://handbook.uts.edu.au/subjects/details/16656.html
16657, Property Investment and Portfolio Management,https://handbook.uts.edu.au/subjects/details/16657.html
16658, Capstone Project: Property Development Analysis,https://handbook.uts.edu.au/subjects/details/16658.html
16677, Property Investment Vehicles,https://handbook.uts.edu.au/subjects/details/16677.html
16680, Special Topics in Property,https://handbook.uts.edu.au/subjects/details/16680.html
16900, Construction for Developing Communities,https://handbook.uts.edu.au/subjects/details/16900.html
16907, Construction Project Management Special Project 1,https://handbook.uts.edu.au/subjects/details/16907.html
16908, Construction Project Management Special Project 2,https://handbook.uts.edu.au/subjects/details/16908.html
16909, Construction Project Management Special Project 3,https://handbook.uts.edu.au/subjects/details/16909.html
16912, Construction Project Management Principles,https://handbook.uts.edu.au/subjects/details/16912.html
16913, Time Management,https://handbook.uts.edu.au/subjects/details/16913.html
16914, Corporate Social Responsibility and People Management,https://handbook.uts.edu.au/subjects/details/16914.html
16919, Project Strategy and Leadership,https://handbook.uts.edu.au/subjects/details/16919.html
17106, Contractual Documentation,https://handbook.uts.edu.au/subjects/details/17106.html
17107, Construction Law,https://handbook.uts.edu.au/subjects/details/17107.html
17108, Construction Costing and Estimating,https://handbook.uts.edu.au/subjects/details/17108.html
17109, Construction Project Management,https://handbook.uts.edu.au/subjects/details/17109.html
17110, Productive and Sustainable Property Development,https://handbook.uts.edu.au/subjects/details/17110.html
171200, Conservation and Heritage,https://handbook.uts.edu.au/subjects/details/171200.html
17124, PhD Thesis: Urban Planning,https://handbook.uts.edu.au/subjects/details/17124.html
17125, Development Feasibility and Modelling,https://handbook.uts.edu.au/subjects/details/17125.html
17126, Property Transactions,https://handbook.uts.edu.au/subjects/details/17126.html
17127, Valuation Methodology,https://handbook.uts.edu.au/subjects/details/17127.html
17128, Property Development Finance,https://handbook.uts.edu.au/subjects/details/17128.html
17129, Property Market Risk and Analysis,https://handbook.uts.edu.au/subjects/details/17129.html
17131, Construction Technology and Regulation,https://handbook.uts.edu.au/subjects/details/17131.html
17132, Land Acquisition Statutory Valuation and Litigation,https://handbook.uts.edu.au/subjects/details/17132.html
17133, Investment Property Valuation,https://handbook.uts.edu.au/subjects/details/17133.html
17134, Capstone Project: Property Development,https://handbook.uts.edu.au/subjects/details/17134.html
17135, Property Development Process,https://handbook.uts.edu.au/subjects/details/17135.html
17518, Real Estate Asset Class Analysis,https://handbook.uts.edu.au/subjects/details/17518.html
17526, Special Project A (Built Environment),https://handbook.uts.edu.au/subjects/details/17526.html
17551, Property Market and Risk Analysis,https://handbook.uts.edu.au/subjects/details/17551.html
17556, Investment Property Valuation,https://handbook.uts.edu.au/subjects/details/17556.html
17700, Planning and Environmental Law,https://handbook.uts.edu.au/subjects/details/17700.html
17703, Property Taxation,https://handbook.uts.edu.au/subjects/details/17703.html
17704, Property Development Finance,https://handbook.uts.edu.au/subjects/details/17704.html
17771, Valuation Methodology,https://handbook.uts.edu.au/subjects/details/17771.html
17772, Real Estate Economics,https://handbook.uts.edu.au/subjects/details/17772.html
17775, Land Acquisition Statutory Valuation and Litigation,https://handbook.uts.edu.au/subjects/details/17775.html
17776, Retail Investment Property Analysis,https://handbook.uts.edu.au/subjects/details/17776.html
17777, Real Estate Equities,https://handbook.uts.edu.au/subjects/details/17777.html
17778, Real Estate Initial Public Offer Methodology,https://handbook.uts.edu.au/subjects/details/17778.html
17779, Investment Asset Portfolio Management,https://handbook.uts.edu.au/subjects/details/17779.html
17900, PhD Thesis: Built Environment,https://handbook.uts.edu.au/subjects/details/17900.html
17901, Property Development and Planning Process,https://handbook.uts.edu.au/subjects/details/17901.html
17902, Sustainable Urban Development,https://handbook.uts.edu.au/subjects/details/17902.html
17903, Planning and Design Theory and Decision Making,https://handbook.uts.edu.au/subjects/details/17903.html
17904, Urban Design Fundamentals,https://handbook.uts.edu.au/subjects/details/17904.html
17905, Urban Analytics,https://handbook.uts.edu.au/subjects/details/17905.html
17906, Environmental and Social Impact Assessments,https://handbook.uts.edu.au/subjects/details/17906.html
17907, Urban Economics and Infrastructure Planning,https://handbook.uts.edu.au/subjects/details/17907.html
17908, Planning and Environmental Law in Australia,https://handbook.uts.edu.au/subjects/details/17908.html
17909, Local Strategic Planning,https://handbook.uts.edu.au/subjects/details/17909.html
17910, Spatial Analysis (GIS),https://handbook.uts.edu.au/subjects/details/17910.html
17911, Structure Planning,https://handbook.uts.edu.au/subjects/details/17911.html
17912, Development Negotiation and Community Engagement,https://handbook.uts.edu.au/subjects/details/17912.html
17913, Urban Redevelopment,https://handbook.uts.edu.au/subjects/details/17913.html
17914, Urban Project - Part A,https://handbook.uts.edu.au/subjects/details/17914.html
17915, Urban Project - Part B,https://handbook.uts.edu.au/subjects/details/17915.html
17916, Urban Design Studio 1: Urban Morphology,https://handbook.uts.edu.au/subjects/details/17916.html
17917, Urban Design Studio 2: Place-making,https://handbook.uts.edu.au/subjects/details/17917.html
17918, Urban Design Studio 3: Transit Neighbourhoods,https://handbook.uts.edu.au/subjects/details/17918.html
17919, Urban Design Studio 4: Special Project (Part 1),https://handbook.uts.edu.au/subjects/details/17919.html
17920, Urban Design Studio 5: Special Project (Part 2),https://handbook.uts.edu.au/subjects/details/17920.html
17921, Planning and Urban Design Professional Practice,https://handbook.uts.edu.au/subjects/details/17921.html
18723, Research Dissertation 1 (DAB),https://handbook.uts.edu.au/subjects/details/18723.html
18724, Research Dissertation 2 (DAB),https://handbook.uts.edu.au/subjects/details/18724.html
18725, Thesis: Knowledge Resilience,https://handbook.uts.edu.au/subjects/details/18725.html
20101, Management Skills,https://handbook.uts.edu.au/subjects/details/20101.html
20103, Global Operations and Supply Chain Management,https://handbook.uts.edu.au/subjects/details/20103.html
20104, Introduction to Human Resource Management,https://handbook.uts.edu.au/subjects/details/20104.html
20105, Innovation and Entrepreneurship,https://handbook.uts.edu.au/subjects/details/20105.html
20106, Management Capstone,https://handbook.uts.edu.au/subjects/details/20106.html
20108, Introduction to International Business,https://handbook.uts.edu.au/subjects/details/20108.html
20109, Introduction to Strategy,https://handbook.uts.edu.au/subjects/details/20109.html
20110, Transnational Management,https://handbook.uts.edu.au/subjects/details/20110.html
20111, Understanding Organisations: Theory and Practice,https://handbook.uts.edu.au/subjects/details/20111.html
20112, Business Ethics and Sustainability,https://handbook.uts.edu.au/subjects/details/20112.html
20115, International Business Capstone,https://handbook.uts.edu.au/subjects/details/20115.html
20400, International Marketing,https://handbook.uts.edu.au/subjects/details/20400.html
20501, International Financial Management,https://handbook.uts.edu.au/subjects/details/20501.html
20502, International Banking Management,https://handbook.uts.edu.au/subjects/details/20502.html
20503, Investment Analysis and Risk Management,https://handbook.uts.edu.au/subjects/details/20503.html
20505, The Financial System,https://handbook.uts.edu.au/subjects/details/20505.html
20507, Corporate Finance,https://handbook.uts.edu.au/subjects/details/20507.html
20508, Ethics in Finance,https://handbook.uts.edu.au/subjects/details/20508.html
20509, Applied Portfolio Management,https://handbook.uts.edu.au/subjects/details/20509.html
20510, Investment Analysis,https://handbook.uts.edu.au/subjects/details/20510.html
20511, Financial Metrics for Decision Making,https://handbook.uts.edu.au/subjects/details/20511.html
20512, Derivative Securities,https://handbook.uts.edu.au/subjects/details/20512.html
20513, Applied Financial Decision Making (Capstone),https://handbook.uts.edu.au/subjects/details/20513.html
20600, Collaborative Business Processes,https://handbook.uts.edu.au/subjects/details/20600.html
20602, Management Information Systems,https://handbook.uts.edu.au/subjects/details/20602.html
20705, Financial Modelling and Analysis,https://handbook.uts.edu.au/subjects/details/20705.html
20706, Economics for Management,https://handbook.uts.edu.au/subjects/details/20706.html
20721, Investment Management,https://handbook.uts.edu.au/subjects/details/20721.html
20741, Capital Markets,https://handbook.uts.edu.au/subjects/details/20741.html
20742, Financial Management,https://handbook.uts.edu.au/subjects/details/20742.html
20743, Advanced Corporate Valuation,https://handbook.uts.edu.au/subjects/details/20743.html
20747, Accounting for Managerial Decisions,https://handbook.uts.edu.au/subjects/details/20747.html
20762, Derivatives and Risk Management,https://handbook.uts.edu.au/subjects/details/20762.html
20765, Corporate Finance,https://handbook.uts.edu.au/subjects/details/20765.html
20782, Alternative Investments,https://handbook.uts.edu.au/subjects/details/20782.html
20796, Personal Wealth Management,https://handbook.uts.edu.au/subjects/details/20796.html
20847, Sustainable Finance,https://handbook.uts.edu.au/subjects/details/20847.html
21036, Managing Strategic Performance,https://handbook.uts.edu.au/subjects/details/21036.html
21037, Managing Employee Relations,https://handbook.uts.edu.au/subjects/details/21037.html
21060, Advocacy and Social Change,https://handbook.uts.edu.au/subjects/details/21060.html
21061, Business Model Generation (Project),https://handbook.uts.edu.au/subjects/details/21061.html
21062, Business Operations and Risk Management (Project),https://handbook.uts.edu.au/subjects/details/21062.html
21063, Contemporary Issues in the Indigenous Context (Project),https://handbook.uts.edu.au/subjects/details/21063.html
21064, Enterprise Risk Management,https://handbook.uts.edu.au/subjects/details/21064.html
21065," Government, Community and Organisations (Project)",https://handbook.uts.edu.au/subjects/details/21065.html
21066, Innovation and Entrepreneurship,https://handbook.uts.edu.au/subjects/details/21066.html
21067, Managing People and Work,https://handbook.uts.edu.au/subjects/details/21067.html
21068, Negotiations: Theory and Practice,https://handbook.uts.edu.au/subjects/details/21068.html
21069, Operations Management,https://handbook.uts.edu.au/subjects/details/21069.html
21070, Opportunity Recognition and Ideation,https://handbook.uts.edu.au/subjects/details/21070.html
210700, Supply Chain Essentials,https://handbook.uts.edu.au/subjects/details/210700.html
210701, Business Operations Principles,https://handbook.uts.edu.au/subjects/details/210701.html
210702, Strategic Supply Chain Management,https://handbook.uts.edu.au/subjects/details/210702.html
210703, Service Supply Chain Design and Innovation,https://handbook.uts.edu.au/subjects/details/210703.html
210704," Big Data, AI and Cloud Computing in Supply Chain Management",https://handbook.uts.edu.au/subjects/details/210704.html
210705, Strategic and Sustainable Sourcing,https://handbook.uts.edu.au/subjects/details/210705.html
210706, Logistics Network Analytics,https://handbook.uts.edu.au/subjects/details/210706.html
210707, Supply Chain Risk and Disruption Management,https://handbook.uts.edu.au/subjects/details/210707.html
210708, Problem Solving in Business Operations using Technologies,https://handbook.uts.edu.au/subjects/details/210708.html
210709," Monitor, Measure and Evaluate Supply Chain Performance",https://handbook.uts.edu.au/subjects/details/210709.html
21071, People Management (Project),https://handbook.uts.edu.au/subjects/details/21071.html
210710, Operational Procurement and Contract Administration,https://handbook.uts.edu.au/subjects/details/210710.html
210711, Global Logistics and Distribution,https://handbook.uts.edu.au/subjects/details/210711.html
210712, Supply Chain Management Capstone,https://handbook.uts.edu.au/subjects/details/210712.html
210713, Supply Chain Essentials,https://handbook.uts.edu.au/subjects/details/210713.html
21072, Performance Management: Theory and Practice,https://handbook.uts.edu.au/subjects/details/21072.html
21073, Resource Development (Project),https://handbook.uts.edu.au/subjects/details/21073.html
21074, Supply Chain Management,https://handbook.uts.edu.au/subjects/details/21074.html
21075, Sustainable Value Creation,https://handbook.uts.edu.au/subjects/details/21075.html
21076, The Economic and Social Landscape,https://handbook.uts.edu.au/subjects/details/21076.html
21077, Understanding Organisations,https://handbook.uts.edu.au/subjects/details/21077.html
210880, Leading People and Change,https://handbook.uts.edu.au/subjects/details/210880.html
210894, Management in Turbulent Times,https://handbook.uts.edu.au/subjects/details/210894.html
210954, Sustainable Enterprise in Dynamic Systems,https://handbook.uts.edu.au/subjects/details/210954.html
21212, People and Organisations,https://handbook.uts.edu.au/subjects/details/21212.html
21214, Business and Social Impact,https://handbook.uts.edu.au/subjects/details/21214.html
21227, Innovation and Entrepreneurship,https://handbook.uts.edu.au/subjects/details/21227.html
21228, Management Consulting,https://handbook.uts.edu.au/subjects/details/21228.html
21252, Accounting for Managerial Practice,https://handbook.uts.edu.au/subjects/details/21252.html
21393, The Business Environment,https://handbook.uts.edu.au/subjects/details/21393.html
21407, Strategic Human Resource Management,https://handbook.uts.edu.au/subjects/details/21407.html
21440, Management Skills,https://handbook.uts.edu.au/subjects/details/21440.html
21492, Competitive Positioning,https://handbook.uts.edu.au/subjects/details/21492.html
21493, Principles of Marketing,https://handbook.uts.edu.au/subjects/details/21493.html
21504, Management Capstone,https://handbook.uts.edu.au/subjects/details/21504.html
21505, Human Resource Management (Capstone),https://handbook.uts.edu.au/subjects/details/21505.html
21506, International Business Capstone,https://handbook.uts.edu.au/subjects/details/21506.html
21510, Introduction to Strategy,https://handbook.uts.edu.au/subjects/details/21510.html
21511, Global Operations and Supply Chain Management,https://handbook.uts.edu.au/subjects/details/21511.html
21512, Understanding Organisations: Theory and Practice,https://handbook.uts.edu.au/subjects/details/21512.html
21513, Business Ethics and Sustainability,https://handbook.uts.edu.au/subjects/details/21513.html
21514, Introduction to International Business,https://handbook.uts.edu.au/subjects/details/21514.html
21555, Introduction to Human Resource Management,https://handbook.uts.edu.au/subjects/details/21555.html
21591, Transnational Management,https://handbook.uts.edu.au/subjects/details/21591.html
21595, International Management Field Study,https://handbook.uts.edu.au/subjects/details/21595.html
21596, Investment and Financing Decisions,https://handbook.uts.edu.au/subjects/details/21596.html
21597, Principles of Money and Finance,https://handbook.uts.edu.au/subjects/details/21597.html
21603, Advocacy and Social Change,https://handbook.uts.edu.au/subjects/details/21603.html
21635, Sport Business and Practice,https://handbook.uts.edu.au/subjects/details/21635.html
21637, Event and Entertainment Contexts,https://handbook.uts.edu.au/subjects/details/21637.html
21638, Event Creation Lab,https://handbook.uts.edu.au/subjects/details/21638.html
21639, Event Impacts and Legacies,https://handbook.uts.edu.au/subjects/details/21639.html
21640, Event Management,https://handbook.uts.edu.au/subjects/details/21640.html
21643, Innovation Lab,https://handbook.uts.edu.au/subjects/details/21643.html
21644, Law and Ethics for Managers,https://handbook.uts.edu.au/subjects/details/21644.html
21646, Managing Professional Sport,https://handbook.uts.edu.au/subjects/details/21646.html
21649, Olympic Games and Sport Mega-Events,https://handbook.uts.edu.au/subjects/details/21649.html
21650, Event Promotion and Sponsorship,https://handbook.uts.edu.au/subjects/details/21650.html
21653," Servicescape and Venue: design, operations and management",https://handbook.uts.edu.au/subjects/details/21653.html
21654, Socio-political Context of Management,https://handbook.uts.edu.au/subjects/details/21654.html
21655, Sport and Society,https://handbook.uts.edu.au/subjects/details/21655.html
21656, Sport Marketing and Media,https://handbook.uts.edu.au/subjects/details/21656.html
21657, International Sport Management,https://handbook.uts.edu.au/subjects/details/21657.html
21658, Australian Sport System,https://handbook.uts.edu.au/subjects/details/21658.html
21662, Creative Industries in the Collaborative Economy,https://handbook.uts.edu.au/subjects/details/21662.html
21663, Digital Strategy and Governance,https://handbook.uts.edu.au/subjects/details/21663.html
21664, Managing Risk and Opportunity,https://handbook.uts.edu.au/subjects/details/21664.html
21665, Managing Legal Issues,https://handbook.uts.edu.au/subjects/details/21665.html
21698, Managing for Social Impact (Capstone),https://handbook.uts.edu.au/subjects/details/21698.html
21699, Diversity Management,https://handbook.uts.edu.au/subjects/details/21699.html
21702, Industrial Relations,https://handbook.uts.edu.au/subjects/details/21702.html
21715, Strategic Management,https://handbook.uts.edu.au/subjects/details/21715.html
21717, Managing in a Multicultural World,https://handbook.uts.edu.au/subjects/details/21717.html
21720, Human Resource Management,https://handbook.uts.edu.au/subjects/details/21720.html
21741, Operations and Quality Management,https://handbook.uts.edu.au/subjects/details/21741.html
21745, Services and Network Productivity with Data Analytics,https://handbook.uts.edu.au/subjects/details/21745.html
21778," Fundraising and Revenue Streams for Sports, Events and Not-for-Profits",https://handbook.uts.edu.au/subjects/details/21778.html
21797, Strategic Supply Chain Management,https://handbook.uts.edu.au/subjects/details/21797.html
21811, Global Strategic Management,https://handbook.uts.edu.au/subjects/details/21811.html
21832, Organisational Sustainability: Analysis and Practice,https://handbook.uts.edu.au/subjects/details/21832.html
21854, Creative Problem Solving,https://handbook.uts.edu.au/subjects/details/21854.html
21856, Career and Portfolio Planning,https://handbook.uts.edu.au/subjects/details/21856.html
21877, Strategic and Sustainable Procurement Management,https://handbook.uts.edu.au/subjects/details/21877.html
21879, Measuring Social Impact,https://handbook.uts.edu.au/subjects/details/21879.html
21880, Leading People and Change,https://handbook.uts.edu.au/subjects/details/21880.html
21881, Advocacy and Social Change,https://handbook.uts.edu.au/subjects/details/21881.html
21882," Legal Issues for Sports, Events and Not-for-Profits",https://handbook.uts.edu.au/subjects/details/21882.html
21889, Future of Work,https://handbook.uts.edu.au/subjects/details/21889.html
21890, Industry Research Project,https://handbook.uts.edu.au/subjects/details/21890.html
21894, How to Measure and Manage Your Organisation's Capabilities During Turbulent Times,https://handbook.uts.edu.au/subjects/details/21894.html
21895, Business and Social Impact,https://handbook.uts.edu.au/subjects/details/21895.html
21896, Diversity and Inclusion,https://handbook.uts.edu.au/subjects/details/21896.html
21899, Supply Chain Ethics for Decision Makers,https://handbook.uts.edu.au/subjects/details/21899.html
21908, Research Design and Organisation,https://handbook.uts.edu.au/subjects/details/21908.html
21918, Sport Business,https://handbook.uts.edu.au/subjects/details/21918.html
21920, Sport Governance and Integrity,https://handbook.uts.edu.au/subjects/details/21920.html
21922, Master's Thesis,https://handbook.uts.edu.au/subjects/details/21922.html
21926, Managing Change,https://handbook.uts.edu.au/subjects/details/21926.html
21928, Managing Staff and Volunteers,https://handbook.uts.edu.au/subjects/details/21928.html
21930, Principles of Event Marketing,https://handbook.uts.edu.au/subjects/details/21930.html
21935," Sport, Events and Globalisation",https://handbook.uts.edu.au/subjects/details/21935.html
21936, Event Management,https://handbook.uts.edu.au/subjects/details/21936.html
21937," Managing, Leading and Stewardship",https://handbook.uts.edu.au/subjects/details/21937.html
21939, Event Creation Workshop,https://handbook.uts.edu.au/subjects/details/21939.html
21946, Supply Chain Management Analytics,https://handbook.uts.edu.au/subjects/details/21946.html
21947, Supply Chain Risk Management,https://handbook.uts.edu.au/subjects/details/21947.html
21948, Advanced Quality Management,https://handbook.uts.edu.au/subjects/details/21948.html
21952, Sport for Social Impact,https://handbook.uts.edu.au/subjects/details/21952.html
21953, Decision Making Uncertainty,https://handbook.uts.edu.au/subjects/details/21953.html
21954, Sustainable Enterprise in Dynamic Systems,https://handbook.uts.edu.au/subjects/details/21954.html
21958, Leading Technological Disruption,https://handbook.uts.edu.au/subjects/details/21958.html
21959, Events for Impact and Legacy,https://handbook.uts.edu.au/subjects/details/21959.html
21963, Supply Chain Technology Management,https://handbook.uts.edu.au/subjects/details/21963.html
21964," Data, Evidence and Managerial Decision Making",https://handbook.uts.edu.au/subjects/details/21964.html
21982, PhD Thesis: Management,https://handbook.uts.edu.au/subjects/details/21982.html
21991, Quantitative Methods and Analysis,https://handbook.uts.edu.au/subjects/details/21991.html
21992," Qualitative Methods, Design and Analysis",https://handbook.uts.edu.au/subjects/details/21992.html
21993, Readings in Management,https://handbook.uts.edu.au/subjects/details/21993.html
21994, Thesis in Management (Honours),https://handbook.uts.edu.au/subjects/details/21994.html
21995, Master of Business Thesis (Management),https://handbook.uts.edu.au/subjects/details/21995.html
21996, Master of Business Thesis Extended (Management),https://handbook.uts.edu.au/subjects/details/21996.html
22016, Ethics and Governance,https://handbook.uts.edu.au/subjects/details/22016.html
22017, Accounting for Risk and Financial Services,https://handbook.uts.edu.au/subjects/details/22017.html
220700, Data Driven Decision Making,https://handbook.uts.edu.au/subjects/details/220700.html
220788, Accounting Practices and Tools,https://handbook.uts.edu.au/subjects/details/220788.html
220789, Financial Analytics,https://handbook.uts.edu.au/subjects/details/220789.html
220800, Accounting for Decision Makers,https://handbook.uts.edu.au/subjects/details/220800.html
220801, Financial Analysis for Decision Making,https://handbook.uts.edu.au/subjects/details/220801.html
220804, Business Analytics Foundations,https://handbook.uts.edu.au/subjects/details/220804.html
22108, Accounting and Accountability,https://handbook.uts.edu.au/subjects/details/22108.html
22157, Australian Corporate Environment,https://handbook.uts.edu.au/subjects/details/22157.html
22208," Accounting, Business and Society",https://handbook.uts.edu.au/subjects/details/22208.html
22240, International Accounting,https://handbook.uts.edu.au/subjects/details/22240.html
22319, Business Analysis (Capstone),https://handbook.uts.edu.au/subjects/details/22319.html
22320, Accounting for Business Combinations,https://handbook.uts.edu.au/subjects/details/22320.html
22321, Cost Management Systems,https://handbook.uts.edu.au/subjects/details/22321.html
22420, Accounting Standards and Regulations,https://handbook.uts.edu.au/subjects/details/22420.html
22421, Information for Decisions and Control,https://handbook.uts.edu.au/subjects/details/22421.html
22430, Forensic Accounting,https://handbook.uts.edu.au/subjects/details/22430.html
22431, International Reporting,https://handbook.uts.edu.au/subjects/details/22431.html
22522, Assurance Services and Audit,https://handbook.uts.edu.au/subjects/details/22522.html
22566, Small Business Management and Accounting,https://handbook.uts.edu.au/subjects/details/22566.html
22567, Planning and Control for Small Business Enterprises,https://handbook.uts.edu.au/subjects/details/22567.html
22573, Innovation and Commercialisation,https://handbook.uts.edu.au/subjects/details/22573.html
22575, Accounting Processes and Applications,https://handbook.uts.edu.au/subjects/details/22575.html
22576, Fundamentals of Business Data Analytics,https://handbook.uts.edu.au/subjects/details/22576.html
22577, Introduction to Programming for Data Analysis and Artificial Intelligence,https://handbook.uts.edu.au/subjects/details/22577.html
22579, Data Visualisation for Business Communication,https://handbook.uts.edu.au/subjects/details/22579.html
22580, Data Ethics and Governance,https://handbook.uts.edu.au/subjects/details/22580.html
22581, Business Data Analytics Studio (Capstone),https://handbook.uts.edu.au/subjects/details/22581.html
22605, Accounting Information Systems,https://handbook.uts.edu.au/subjects/details/22605.html
22705, Management Planning and Control,https://handbook.uts.edu.au/subjects/details/22705.html
22708, Accounting Information Systems,https://handbook.uts.edu.au/subjects/details/22708.html
22730, Auditing and Assurance Services,https://handbook.uts.edu.au/subjects/details/22730.html
22743, Business Analysis and Valuation,https://handbook.uts.edu.au/subjects/details/22743.html
22747, Accounting for Managerial Decisions,https://handbook.uts.edu.au/subjects/details/22747.html
22748, Financial Reporting and Analysis,https://handbook.uts.edu.au/subjects/details/22748.html
22753, Cost Management and Analysis,https://handbook.uts.edu.au/subjects/details/22753.html
22754, Corporate Accounting,https://handbook.uts.edu.au/subjects/details/22754.html
22759, Accounting and ERP,https://handbook.uts.edu.au/subjects/details/22759.html
22777, International Accounting,https://handbook.uts.edu.au/subjects/details/22777.html
22787, Business Project Management,https://handbook.uts.edu.au/subjects/details/22787.html
22788, Accounting Practices and Tools,https://handbook.uts.edu.au/subjects/details/22788.html
22789, Financial Analytics,https://handbook.uts.edu.au/subjects/details/22789.html
22798, Accounting Ethics and Governance,https://handbook.uts.edu.au/subjects/details/22798.html
22799, Forensic Accounting,https://handbook.uts.edu.au/subjects/details/22799.html
22800, Understanding Accounting and Financial Reports,https://handbook.uts.edu.au/subjects/details/22800.html
22803, Quantitative Skills in Accounting and Finance,https://handbook.uts.edu.au/subjects/details/22803.html
22804, Business Analytics Foundations,https://handbook.uts.edu.au/subjects/details/22804.html
22805, Data Governance and Regulation,https://handbook.uts.edu.au/subjects/details/22805.html
22901, Accounting Research and Consulting Skills,https://handbook.uts.edu.au/subjects/details/22901.html
22902," Financial Reporting, Capital Markets and Disclosure",https://handbook.uts.edu.au/subjects/details/22902.html
22903, Contemporary Issues in Management Accounting Research,https://handbook.uts.edu.au/subjects/details/22903.html
22906, Thesis in Accounting,https://handbook.uts.edu.au/subjects/details/22906.html
22908, Current Issues in Corporate Governance and Assurance,https://handbook.uts.edu.au/subjects/details/22908.html
22982, PhD Thesis: Accounting,https://handbook.uts.edu.au/subjects/details/22982.html
22990, Master of Business Thesis (Accounting),https://handbook.uts.edu.au/subjects/details/22990.html
22991, Thesis in Accounting (BAcc),https://handbook.uts.edu.au/subjects/details/22991.html
22995, Master of Business Thesis (Accounting),https://handbook.uts.edu.au/subjects/details/22995.html
22996, Master of Business Thesis Extended (Accounting),https://handbook.uts.edu.au/subjects/details/22996.html
23002, Market Design,https://handbook.uts.edu.au/subjects/details/23002.html
23004, Experimental Economics,https://handbook.uts.edu.au/subjects/details/23004.html
23005, Behavioural Economics,https://handbook.uts.edu.au/subjects/details/23005.html
23021, Labour Economics,https://handbook.uts.edu.au/subjects/details/23021.html
23022, Public Economics,https://handbook.uts.edu.au/subjects/details/23022.html
230708, Foundation Studio,https://handbook.uts.edu.au/subjects/details/230708.html
230709, Managerial Economics,https://handbook.uts.edu.au/subjects/details/230709.html
23115, Economics for Business,https://handbook.uts.edu.au/subjects/details/23115.html
23504, Economics of Competition and Strategy,https://handbook.uts.edu.au/subjects/details/23504.html
23505, Economics of Monetary Policy and Central Banking,https://handbook.uts.edu.au/subjects/details/23505.html
23506, Strategic Decision Making and Game Theory,https://handbook.uts.edu.au/subjects/details/23506.html
23507, Time Series Econometrics,https://handbook.uts.edu.au/subjects/details/23507.html
23508, Quantitative Methods in Economics and Business,https://handbook.uts.edu.au/subjects/details/23508.html
23509, Empirical Methods for Policy Evaluation,https://handbook.uts.edu.au/subjects/details/23509.html
23510, Economic Inequality,https://handbook.uts.edu.au/subjects/details/23510.html
23566, Economics for Business 2,https://handbook.uts.edu.au/subjects/details/23566.html
23567, Intermediate Microeconomics,https://handbook.uts.edu.au/subjects/details/23567.html
